% Model:              phononic_alp0(thickness200,r85,isotrope,50eigenvalues-Size60).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 1 2024, 13:54
% Dimension:          1
% Nodes:              1891
% Expressions:        50
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
6544984.694978736,2.7791400613921704E9,5.377636324401998E9,6.963030791084231E9,9.79280511538318E9,1.143213637582876E10,1.1740369883947565E10,1.5181370253763624E10,1.765181636524202E10,1.799765882443772E10,1.8609902030735916E10,1.968957675345878E10,2.0789894225906372E10,2.2143373826648598E10,2.237015710923572E10,2.287515334822812E10,2.3640460273665672E10,2.513562247433917E10,2.5215431531182804E10,2.591274035541314E10,2.6962034443505585E10,2.760942014942741E10,2.879213428421333E10,2.9590034892857918E10,2.9865434579276527E10,3.047627934570098E10,3.1012209555840977E10,3.165248102721496E10,3.1721015045280308E10,3.194315855965262E10,3.256010675991613E10,3.296819014905523E10,3.347374307743005E10,3.352036619570409E10,3.550225396008236E10,3.555236267219673E10,3.6020673300754974E10,3.76252902002523E10,3.7750975652145035E10,3.7767992958364044E10,3.856471448881538E10,3.901796364677091E10,4.0169451972895096E10,4.061723885775895E10,4.093315363405313E10,4.094712450599927E10,4.110117947614987E10,4.170857864622404E10,4.288949637811435E10,4.341683460646481E10,4.3426809538739174E10
6806784.082777886,2.8920595842312202E9,5.428597572452226E9,7.144714051816796E9,9.797277789610283E9,1.1345579138236385E10,1.1793994398336733E10,1.50857545759079E10,1.7630404254552967E10,1.8037017104064877E10,1.8603465809590946E10,1.9696173131097637E10,2.0774863963276646E10,2.212889522723449E10,2.235203264370883E10,2.28700997383357E10,2.369068259094755E10,2.5067626230604637E10,2.5322174972611137E10,2.597318832574579E10,2.7011400384969944E10,2.760472057935966E10,2.8785307516723076E10,2.958604707197113E10,2.9897544636269257E10,3.047611306959089E10,3.0978024891064075E10,3.1692012608875805E10,3.179654402668101E10,3.205173674931378E10,3.249446434444842E10,3.2846943056633354E10,3.3449025891830616E10,3.360020990744898E10,3.5438528354132065E10,3.553935177608723E10,3.598064671090074E10,3.756028741937022E10,3.7750184676857254E10,3.7771519119445496E10,3.8523272085619934E10,3.902538280486476E10,4.0200924714639015E10,4.0541050530218414E10,4.085616711322933E10,4.099568160569966E10,4.104014273532341E10,4.171484836796976E10,4.281925394056738E10,4.333066956852199E10,4.336891814480972E10
7068583.470577035,3.008309066699202E9,5.47499286371368E9,7.326274707895035E9,9.801993063023296E9,1.1261485144923233E10,1.1844405593667953E10,1.4989908140295776E10,1.7608621758335644E10,1.80786344513647E10,1.859603318259992E10,1.9703452420920784E10,2.0762702446913387E10,2.2112182174838413E10,2.233765684306613E10,2.284763442187051E10,2.375992761911901E10,2.500083860259644E10,2.5428674270114197E10,2.6032484366969692E10,2.7061023358204758E10,2.7600480763736404E10,2.8775314827680206E10,2.95813803879619E10,2.9931639152371048E10,3.0472266779836575E10,3.0930508662071194E10,3.173371469498898E10,3.187422432339887E10,3.2165386038274757E10,3.2438333951939163E10,3.2721795058179993E10,3.3425657276141953E10,3.3681966765462467E10,3.537400071379331E10,3.552841687267389E10,3.594092443036081E10,3.74938543006031E10,3.7749024388211685E10,3.777563348602329E10,3.848295342205754E10,3.9031201333905396E10,4.023218073644022E10,4.045794657176913E10,4.0783222033702995E10,4.09772905537082E10,4.104362013947359E10,4.171116679970339E10,4.275326723195695E10,4.322881710346037E10,4.332400174369087E10
7330382.8583761845,3.127573491540342E9,5.518243363567753E9,7.505329816609365E9,9.806821480035597E9,1.1180770783757477E10,1.1891384077494E10,1.489399591525243E10,1.758688323237153E10,1.8122166782182587E10,1.85878295300848E10,1.971148636903504E10,2.075331121142164E10,2.209298237360765E10,2.232703881502988E10,2.2812663466647923E10,2.3843108820994522E10,2.49358356156894E10,2.5534673165981354E10,2.6090765007275795E10,2.711048244341777E10,2.759670504093771E10,2.8762412677836277E10,2.957599391296543E10,2.996742347562056E10,3.046286648299486E10,3.0872873926524704E10,3.1777299941931446E10,3.195348845640811E10,3.228291468400091E10,3.2392354304117706E10,3.2593446208163464E10,3.3403863873047203E10,3.3765044512348824E10,3.53090447586239E10,3.5519306875805305E10,3.590150183592481E10,3.7426294514769325E10,3.774751458831663E10,3.778032113480876E10,3.844366628853212E10,3.903556030777116E10,4.026263202204101E10,4.0367985210676605E10,4.0714695992312744E10,4.091276970317756E10,4.109095361125669E10,4.169577620267491E10,4.269322302759409E10,4.312371160476178E10,4.3283058006704155E10
7592182.246175333,3.2495434489993515E9,5.559405864574929E9,7.6796786023418665E9,9.811624605125906E9,1.1104524837050144E10,1.1934747713758205E10,1.4798179772282175E10,1.7565469070788006E10,1.8167400136550747E10,1.8579087175293205E10,1.9720347722549557E10,2.0746553807486233E10,2.207102526237016E10,2.2320188551267307E10,2.2769433968328136E10,2.3935722375599537E10,2.4873219604835556E10,2.563989288827874E10,2.6148192145145176E10,2.715942853310019E10,2.7593398881469704E10,2.874685778600289E10,2.9569743090684048E10,3.0004617865626827E10,3.04445710398132E10,3.081019525076172E10,3.1822310601646988E10,3.2033281651529037E10,3.23562342253654E10,3.2403916498404922E10,3.2462958381798943E10,3.3383957139417603E10,3.3848723839820705E10,3.524418514256611E10,3.551169580114911E10,3.586246635191228E10,3.735791389290494E10,3.774564559125903E10,3.778559290355382E10,3.840531858929051E10,3.903860364634748E10,4.0271764489353165E10,4.029161255987648E10,4.065034388333539E10,4.084679580143744E10,4.113772309178759E10,4.166740894057636E10,4.264033015555735E10,4.301598446671023E10,4.324704651107425E10
7853981.633974483,3.373915699734454E9,5.599269718406321E9,7.847165969296573E9,9.816254154790373E9,1.103404693729284E10,1.1974356369113035E10,1.4702618678221281E10,1.7544583104546818E10,1.8214192510988667E10,1.8570037817088707E10,1.9730110405456303E10,2.0742260923738316E10,2.204602900033635E10,2.231711574685556E10,2.2721085900812134E10,2.4034188969516575E10,2.4813734782067646E10,2.5744020611056118E10,2.6204963107352516E10,2.720756789581052E10,2.7590569147027256E10,2.8728897171127346E10,2.956234675379621E10,3.0042962642013298E10,3.0412112978564037E10,3.074981421576825E10,3.1868105638315937E10,3.2110166749712185E10,3.2330871224630882E10,3.233363616509564E10,3.252675566952337E10,3.3366348931082623E10,3.3932067498336124E10,3.518018312287166E10,3.5505134744114746E10,3.582405027985249E10,3.728902301831548E10,3.774338452521963E10,3.7791477625752E10,3.8367819769911255E10,3.9040471283888695E10,4.017020869346587E10,4.031835591517368E10,4.058948508683038E10,4.077968120999028E10,4.118398164327959E10,4.1625730241074745E10,4.259494646333418E10,4.29059593465827E10,4.3216881945467636E10
8115781.021773632,3.50039313852917E9,5.638430854641132E9,8.005572844897887E9,9.820551216077143E9,1.0970882406418789E10,1.2010116531370228E10,1.4607468652813541E10,1.7524382552104256E10,1.826244303129507E10,1.8560905246886932E10,1.974084968213298E10,2.0740236171078697E10,2.2017712487246704E10,2.2317827822540466E10,2.2669815674582676E10,2.4135435700880127E10,2.4758521336298367E10,2.584669234283567E10,2.6261326567588795E10,2.725464998388751E10,2.7588224332638386E10,2.870876227790798E10,2.955332342532426E10,3.0082217185155968E10,3.035976810297525E10,3.0699810598251823E10,3.191378682604185E10,3.2144462421390038E10,3.2244865364072853E10,3.231550687883188E10,3.265160848569466E10,3.335157933009981E10,3.401377561493289E10,3.511817984139974E10,3.5498964979850266E10,3.5786721764468956E10,3.721993859347333E10,3.7740678144642654E10,3.779801736797097E10,3.8331081961830765E10,3.904129472858324E10,4.006432561171525E10,4.034195451739446E10,4.053120475867286E10,4.07118791455367E10,4.1229778089535995E10,4.1571616102673355E10,4.255642345876677E10,4.279387938662165E10,4.319337158429251E10
8377580.409572782,3.628684268539499E9,5.677345493405153E9,8.15254478077675E9,9.824345630238335E9,1.0916839416980324E10,1.2041985641223644E10,1.4512882484186756E10,1.7504994196015984E10,1.831207478928128E10,1.8551898737642933E10,1.97526422722826E10,2.0740262256079937E10,2.1985813334457115E10,2.2322327160894493E10,2.26171447019122E10,2.4235936763539597E10,2.470979644774192E10,2.5947467519497005E10,2.6317607036497753E10,2.730045816579432E10,2.758637480479567E10,2.868666624857635E10,2.954187388419476E10,3.012215286039377E10,3.028596031541914E10,3.0664396386903156E10,3.1958106184475418E10,3.2036279606169804E10,3.2296045913207603E10,3.231050145419015E10,3.2777898492556076E10,3.33403553795365E10,3.4091947105447052E10,3.505993544387197E10,3.549217642090001E10,3.5751330302699234E10,3.715098360793515E10,3.773745282185782E10,3.78052648239082E10,3.829502098914252E10,3.904119437484683E10,3.995505901024941E10,4.0361295338677155E10,4.047443952289039E10,4.064404924724526E10,4.12751397151124E10,4.150712674413894E10,4.252331226663027E10,4.267996382651482E10,4.317712193604586E10
8639379.797371933,3.7585022713158207E9,5.716368306514822E9,8.28557904455051E9,9.827455641155394E9,1.087396347262594E10,1.2069975955599474E10,1.4419009202295012E10,1.7486523357673134E10,1.836302476936898E10,1.8543207418157906E10,1.9765566377469322E10,2.0742107299477596E10,2.1950111425097904E10,2.2330607605283825E10,2.2564125253233345E10,2.432939145939298E10,2.467295269180852E10,2.60457926255635E10,2.637424057936747E10,2.7344802355158028E10,2.7585033051089222E10,2.8662803409001755E10,2.9526669753482647E10,3.016253910321037E10,3.0195548918895435E10,3.0641756229684494E10,3.190052097468406E10,3.1999453222952873E10,3.2316470215545773E10,3.237155982493369E10,3.290525383662481E10,3.3333596587039738E10,3.416370626472576E10,3.50082046904203E10,3.548322607208254E10,3.571929269382059E10,3.708248628875002E10,3.7733612519433174E10,3.78132818125561E10,3.8259557413852936E10,3.90402779883427E10,3.984324008331703E10,4.037496881812014E10,4.0417951939506035E10,4.0577136446270035E10,4.132004581975309E10,4.143525741294297E10,4.249383793972679E10,4.2564427133864975E10,4.3168435926899956E10
8901179.18517108,3.8895637345763083E9,5.755779364489991E9,8.402101785430102E9,9.829687933446054E9,1.0844433282699104E10,1.2094157739298029E10,1.432599332231268E10,1.7469058926632595E10,1.8415237609134903E10,1.853499585150023E10,1.9779701573523464E10,2.0745531090602818E10,2.1910455558914482E10,2.2342650315140274E10,2.25114687427925E10,2.440085952325758E10,2.4662271910751728E10,2.6140954960288548E10,2.643182061409344E10,2.738751271721416E10,2.758421396225585E10,2.863735019526807E10,2.950549494652449E10,3.0096537032192074E10,3.020312007987154E10,3.0627656650694546E10,3.176114758454966E10,3.203612183776969E10,3.2334208915496204E10,3.244648684736344E10,3.3033350791165943E10,3.3332473437476517E10,3.4224740016360928E10,3.496720451162343E10,3.5469966683699905E10,3.5692669626499084E10,3.7014777811358635E10,3.772903519782845E10,3.7822138049187805E10,3.822461786324971E10,3.9038639863509575E10,3.972959458269723E10,4.036029536770463E10,4.0381159747842896E10,4.051240485683365E10,4.135832074985785E10,4.1365741472230034E10,4.2447487254207886E10,4.246638977293397E10,4.316724031628309E10
9162978.572970232,4.02158707846999E9,5.795803198863671E9,8.499667425543296E9,9.830838213392057E9,1.0830342552107334E10,1.2114661561827465E10,1.423397388614455E10,1.7452676124334362E10,1.846866151885671E10,1.8527400935676353E10,1.9795128514512268E10,2.07502910986626E10,2.1866788256717266E10,2.2358419119391434E10,2.2459620378869827E10,2.4427969301976173E10,2.469962051709508E10,2.6232043183666344E10,2.6491137104971115E10,2.7428433751833847E10,2.7583935177339134E10,2.8610466950488506E10,2.947475478983724E10,2.9997352221856487E10,3.0243575630758327E10,3.061865020428762E10,3.1620774537850483E10,3.2066978769599236E10,3.2364055350162304E10,3.2517046608265354E10,3.3161880022490387E10,3.3338405029314434E10,3.426918203806928E10,3.494273999870573E10,3.545007453243627E10,3.567374418967965E10,3.694818879414429E10,3.772356789030651E10,3.783190933750999E10,3.819013705146611E10,3.90363602231347E10,3.9614770627680565E10,4.029995388850011E10,4.0377563891443695E10,4.045127713136976E10,4.128399826167961E10,4.140847153524572E10,4.2329370278685394E10,4.243982961622951E10,4.317307994231444E10
9424777.96076938,4.1542907020554547E9,5.836622365931687E9,8.576282392174227E9,9.830692514745148E9,1.083336319220077E10,1.2131679460140732E10,1.4143083349847597E10,1.743743790703728E10,1.8520530148922825E10,1.8523245466492058E10,1.9811928382178375E10,2.0756148082732407E10,2.1819162431156548E10,2.237785555684472E10,2.2408806045299232E10,2.4416125375134487E10,2.4779180459815666E10,2.6317970840533092E10,2.655315287530216E10,2.746741807562878E10,2.7584217539646572E10,2.8582300213878403E10,2.942928531728506E10,2.9906544903716656E10,3.0283452206105217E10,3.0612583932709354E10,3.1480586947100765E10,3.209210780757185E10,3.2405244861185074E10,3.2580852101074116E10,3.3290509692731167E10,3.3352954299254112E10,3.429102188888086E10,3.4940817385744995E10,3.542213097422953E10,3.566394764909457E10,3.688304469923556E10,3.771702063632684E10,3.784267381358167E10,3.815606137345085E10,3.90335044649443E10,3.949937030625849E10,4.023579240835193E10,4.03614451389577E10,4.03948612279282E10,4.121311162943713E10,4.1451502862602646E10,4.2210314072869194E10,4.241357777197885E10,4.3185186012650055E10
9686577.348568529,4.2873908547896886E9,5.8783871723664E9,8.630784629184772E9,9.829029437202887E9,1.0854356862951708E10,1.2145464718547977E10,1.405344638614986E10,1.742339551857625E10,1.8514461078761494E10,1.8578937137386955E10,1.9830181998938747E10,2.076287115585259E10,2.1767744714973946E10,2.2359070285765648E10,2.2400873831088974E10,2.4388485559853653E10,2.487743256013909E10,2.6397668893228973E10,2.6618810881964703E10,2.7504319136109966E10,2.7585085740245792E10,2.8552985283804455E10,2.936380548533955E10,2.983176912627642E10,3.0322030872427853E10,3.0608194211877605E10,3.1341733307453114E10,3.211270092698982E10,3.245600519876981E10,3.2635918253690605E10,3.337755322943319E10,3.3418822179343044E10,3.4287585533473698E10,3.49642152445104E10,3.538635238134979E10,3.56631375755849E10,3.681966041573415E10,3.7709159619617836E10,3.785450320101798E10,3.8122356359507645E10,3.903012183730275E10,3.938397965905413E10,4.016753672723704E10,4.033001854325275E10,4.0343450465574394E10,4.115083545969866E10,4.149348502661116E10,4.209057198611766E10,4.238754723752942E10,4.320259078977474E10
9948376.736367678,4.420599222730687E9,5.921222705361325E9,8.6631328462211E9,9.825623542190388E9,1.0893079753195534E10,1.215633001973357E10,1.3965178691715971E10,1.7410588497234375E10,1.850924210768454E10,1.863568139503062E10,1.9849968501677044E10,2.0770242170521915E10,2.1712803964867348E10,2.231031545227372E10,2.2427355931126934E10,2.4356607660032207E10,2.4982483544540344E10,2.6470494562257053E10,2.6688624949281708E10,2.7538981845019024E10,2.7586569275399235E10,2.8522648963182457E10,2.9276559397495667E10,2.9776548771309074E10,3.0358053274379322E10,3.0604731421899956E10,3.1205808324741093E10,3.213032896098739E10,3.2514266790448357E10,3.2680882150558117E10,3.3413068872424026E10,3.354617020293098E10,3.426187465182399E10,3.5010279264223145E10,3.5344045084844444E10,3.567015105798409E10,3.675833449985637E10,3.769970025677996E10,3.7867440850025375E10,3.808902496503415E10,3.902624300965794E10,3.926919671613714E10,4.0095751415812325E10,4.028124569744265E10,4.0296529651712616E10,4.110033524091544E10,4.1534026838429375E10,4.1970417289233826E10,4.2362021022710236E10,4.322424708538718E10
1.0210176124166828E7,4.553620205675123E9,5.965233952330061E9,8.674455257687063E9,9.820250130920532E9,1.0948130065922739E10,1.2164643743246206E10,1.387838590486846E10,1.73990443313482E10,1.8504894080834377E10,1.8693419091041073E10,1.987136344596283E10,2.0778059310237457E10,2.1654688159988777E10,2.226234403590873E10,2.2457147172113163E10,2.4324660399081295E10,2.508983735204478E10,2.653661104142783E10,2.676229906682518E10,2.7571229627041683E10,2.7588703929773933E10,2.8491412498893772E10,2.9171122433144543E10,2.9738730792901505E10,3.038911031041616E10,3.060173635566804E10,3.107551688836028E10,3.2146356929022327E10,3.257822785275116E10,3.271535260153782E10,3.345939647593687E10,3.367126318254945E10,3.422080959001346E10,3.507308424429045E10,3.529665566994305E10,3.5683761616833694E10,3.6699343771792435E10,3.7688301691329025E10,3.788143995913784E10,3.8056161294277504E10,3.902187572615159E10,3.915565894912121E10,4.0021388000768036E10,4.021470094282218E10,4.025321368809898E10,4.1062991436855064E10,4.15726352489598E10,4.185014884022001E10,4.233753781710235E10,4.324912223392228E10
1.0471975511965977E7,4.686147849540037E9,6.010509551126654E9,8.6668188267134E9,9.81269160464689E9,1.1017176649183222E10,1.2170824239428326E10,1.3793162747291737E10,1.7388777900314777E10,1.850141275225891E10,1.8752086142926086E10,1.9894436173341618E10,2.0786139799952206E10,2.159379610592096E10,2.2214900995104156E10,2.249005239127005E10,2.429428958965653E10,2.519751670436588E10,2.6596933357456387E10,2.6838779443550583E10,2.7591534145961643E10,2.7600845476758556E10,2.8459394821442234E10,2.9053588952414803E10,2.971345832156268E10,3.0410255378326694E10,3.0598918452632423E10,3.0956076339232605E10,3.2161771968914368E10,3.264650844849672E10,3.273999148720006E10,3.351535882025206E10,3.3790635423927177E10,3.417337001373164E10,3.514681722398984E10,3.524533665820543E10,3.570311832958446E10,3.6642939206281784E10,3.767456516493381E10,3.789615529512438E10,3.802414357913603E10,3.901699715134099E10,3.904407166792049E10,3.9945405697421295E10,4.0131821446824905E10,4.021261491480131E10,4.10382040271344E10,4.1608696063472435E10,4.173009845826092E10,4.231481061498126E10,4.3276256710173904E10
1.0733774899765128E7,4.817862388244714E9,6.057124545364615E9,8.642827825704271E9,9.80274554782076E9,1.1097359572744406E10,1.2175331996630068E10,1.3709592499445814E10,1.737979080835635E10,1.8498771794929924E10,1.8811612837907085E10,1.9919246223306515E10,2.0794321688985146E10,2.1530550662838074E10,2.216771143531188E10,2.2525832994782925E10,2.4266227142694324E10,2.530444557915742E10,2.6652681359659657E10,2.691669744123723E10,2.7595116903161583E10,2.7627543000738754E10,2.842671629569925E10,2.8929460058862064E10,2.9696394709291866E10,3.0411487321431698E10,3.0596089770923588E10,3.0857737400575657E10,3.2177237396618904E10,3.271808059996049E10,3.2756218144023464E10,3.3578995700534386E10,3.3891317295284603E10,3.4136541211744514E10,3.519093407281963E10,3.52271523989202E10,3.572775876548523E10,3.658934431914072E10,3.765803982489222E10,3.791003074687735E10,3.799452077546899E10,3.89352381449685E10,3.90115403221381E10,3.986863671257998E10,4.003531546524473E10,4.01739656812972E10,4.1024030864250824E10,4.161064051279192E10,4.164147231700611E10,4.2294672601629555E10,4.33047923106837E10
