% Model:              phononic_alp0(thickness200,r85,isotrope,50eigenvalues-Size60).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 1 2024, 13:54
% Dimension:          1
% Nodes:              1891
% Expressions:        50
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
1.4922565104551518E7,5.628436734033473E9,7.194514371927634E9,9.527203019001247E9,9.983547526325438E9,1.1820008174294538E10,1.2939249898847235E10,1.2940458530551292E10,1.775746270793416E10,1.911293415012118E10,1.9322799204314396E10,2.0058799399142956E10,2.006393477710413E10,2.028454609912011E10,2.1194272970040813E10,2.2306675977421356E10,2.3330086258987324E10,2.548370411954253E10,2.7617183158396465E10,2.7818660918763775E10,2.797379232492307E10,2.8485056936458527E10,2.8982007377497787E10,2.940897268449984E10,2.9834062694661392E10,3.0229121317365242E10,3.1158822664396748E10,3.1202223220632896E10,3.275034890992788E10,3.2863542036940525E10,3.362707821852439E10,3.3725727142679985E10,3.3992044572908047E10,3.4085117479596603E10,3.505716084775919E10,3.548231918803917E10,3.591304829572933E10,3.618629995857814E10,3.707147741057529E10,3.74715301578721E10,3.776392423353295E10,3.784980436937868E10,3.821074791958871E10,3.858730886645936E10,3.875359003819194E10,3.915611358912846E10,3.927230284632171E10,3.968760889169767E10,4.122446389930125E10,4.277098055054889E10,4.2865005501273705E10
1.5184364492350666E7,5.620114996479279E9,7.225662073594531E9,9.517561217182766E9,9.982051471441437E9,1.1804373276644678E10,1.2937169586870481E10,1.296432788568877E10,1.7759509441253345E10,1.9112721393190323E10,1.934694749280458E10,2.0049666392569744E10,2.006826032030583E10,2.0279000434813686E10,2.117733233348795E10,2.2315434158853996E10,2.332834570827705E10,2.546961898248571E10,2.7620516031226074E10,2.7838336868664017E10,2.7951765043626183E10,2.849606951016128E10,2.898322084427341E10,2.941272849239274E10,2.9821006052697865E10,3.0233232485261177E10,3.1167267213134594E10,3.1207811588645187E10,3.2774875295131905E10,3.285003086604291E10,3.3626332940873955E10,3.373646558407465E10,3.400564331810402E10,3.4059168234251915E10,3.504224002268453E10,3.5515966708344185E10,3.59108866175586E10,3.617336409352323E10,3.715125466489746E10,3.745998612461134E10,3.776086332487261E10,3.7763335162190445E10,3.8245961550266426E10,3.855807623729557E10,3.878408927414876E10,3.914571602917538E10,3.919913526806226E10,3.9688042489408226E10,4.122176235879965E10,4.278428773928754E10,4.286278072159814E10
1.5446163880149815E7,5.615100605088099E9,7.244640065988629E9,9.511535992635519E9,9.981148457207275E9,1.1794956611432892E10,1.2935165819849104E10,1.2979412040722635E10,1.7760779785640354E10,1.9112598870610924E10,1.9362221089911682E10,2.004218047309763E10,2.007085599533095E10,2.0277235506318146E10,2.1166791483179916E10,2.2320777784275E10,2.3327349271641083E10,2.5461000540802647E10,2.762256543732584E10,2.7855389829818478E10,2.7933075859692272E10,2.8502783686461002E10,2.8983948184247906E10,2.941513274752115E10,2.9813085745414486E10,3.023570927719255E10,3.1172477494371986E10,3.1211146466486298E10,3.279033980130378E10,3.284169940311469E10,3.362590947718747E10,3.374298812612699E10,3.401393661709863E10,3.404285998764127E10,3.503323663083951E10,3.553710807455785E10,3.5909443853761665E10,3.616459313399016E10,3.721315390837721E10,3.7453124512638466E10,3.769735389798986E10,3.775905086741006E10,3.8274853484013016E10,3.8526880949063126E10,3.8819784699591E10,3.913953579013603E10,3.91437253651855E10,3.96883186216682E10,4.12201370462662E10,4.279242378175487E10,4.286146848501331E10
1.5707963267948966E7,5.613425230794459E9,7.251015338761068E9,9.50948614812733E9,9.980847432324865E9,1.1791812580921917E10,1.2934492804657995E10,1.2984447369993162E10,1.7761210627138477E10,1.911255959164807E10,1.9367457889069736E10,2.0039330585935497E10,2.007172199287713E10,2.0276919122296864E10,2.1163208566463833E10,2.232257402565284E10,2.332702518734604E10,2.5458092302597523E10,2.762325843192201E10,2.7863368221472248E10,2.7924500997423805E10,2.8505034812473293E10,2.898419462291275E10,2.9415950426679485E10,2.9810444127700157E10,3.023653407219056E10,3.117425872749299E10,3.121225546668906E10,3.2795619337247017E10,3.2838879284585857E10,3.362577457137474E10,3.3745165701589874E10,3.4016726631770203E10,3.403730945687161E10,3.503024830689274E10,3.55442966962733E10,3.5908958073133125E10,3.616147842571931E10,3.723813063722704E10,3.745084448673484E10,3.767100652436235E10,3.7758451758265175E10,3.828687179000023E10,3.8513487277408295E10,3.8836043076176414E10,3.912151967161543E10,3.913747781069015E10,3.968841525293378E10,4.121958960269145E10,4.279515764642505E10,4.2861063218924225E10
8901179.18517108,5.034788489818564E9,6.322439581077347E9,9.763453904418207E9,9.772394785096214E9,1.0768302947791248E10,1.2854070846207214E10,1.3304264266818142E10,1.7758841095919792E10,1.83002699005949E10,1.904360659780561E10,1.9798116072366615E10,1.985176524893529E10,2.1603649254362236E10,2.1823855019940025E10,2.19885184966103E10,2.3856760582792427E10,2.5495841827252674E10,2.7075221807351368E10,2.7498061009631783E10,2.758177853169156E10,2.7924335410380745E10,2.9297677026031322E10,2.932812642300722E10,2.9875065733660503E10,3.0401682121459152E10,3.075734809307619E10,3.121602305325601E10,3.222179272361734E10,3.3012591290779205E10,3.305619184631981E10,3.3081894738326923E10,3.3598907829184814E10,3.402185596391735E10,3.507874028600714E10,3.5176187150124954E10,3.5539088058459015E10,3.641906589213013E10,3.70551971659245E10,3.777497144800562E10,3.786221384995105E10,3.882725078170577E10,3.904118616625159E10,3.944954874431751E10,3.958185720567653E10,4.005323243729312E10,4.078329619070323E10,4.149805172519512E10,4.157487408833312E10,4.199296164613128E10,4.321089150849286E10
9162978.572970232,5.143764373403965E9,6.289755019290712E9,9.761272211750488E9,9.88724052618783E9,1.081127302635564E10,1.2879192770303968E10,1.3226215191025507E10,1.776516946797643E10,1.832216064097922E10,1.9074091304462738E10,1.9803148151286217E10,1.982047151092042E10,2.1538015658327587E10,2.180238941416214E10,2.1978143031320522E10,2.380582645049628E10,2.555583243810351E10,2.7124804918058105E10,2.7568640370025154E10,2.758449371719092E10,2.7961125957049786E10,2.9248062081746532E10,2.936134168633617E10,2.989436937560742E10,3.043094773219676E10,3.077309063119637E10,3.1158432362759396E10,3.220725267762341E10,3.3055556623120632E10,3.3088782980880787E10,3.310860323328055E10,3.368082049875025E10,3.3996991287567978E10,3.503797109936314E10,3.521149236751285E10,3.55542046273738E10,3.637035057045073E10,3.6985687744614235E10,3.777386900334912E10,3.787020521376459E10,3.873334278715632E10,3.896633172339826E10,3.94678535269275E10,3.951605867762123E10,4.000968718897965E10,4.070288299255728E10,4.140797713471671E10,4.1544135108062645E10,4.201310790066087E10,4.3170705022993546E10
9424777.96076938,5.25447552041969E9,6.252985972667861E9,9.759007096775467E9,9.984278868858799E9,1.0873024606478376E10,1.2895076300131094E10,1.3152951533412968E10,1.7768784544775246E10,1.8349149584525158E10,1.9101209043573322E10,1.9796280140780277E10,1.9808885378321476E10,2.1470043004202038E10,2.178183647142232E10,2.1970410363267593E10,2.3756580651883865E10,2.5610155976535145E10,2.717155088046972E10,2.7583014696160336E10,2.76409490438758E10,2.7995715648452496E10,2.9202635133432674E10,2.9389757145476578E10,2.991426345259956E10,3.0460833630820236E10,3.07893141000589E10,3.1101011696157993E10,3.219497487595401E10,3.309188133183483E10,3.3099952425562004E10,3.3161280780221832E10,3.376625241921312E10,3.3971721977359264E10,3.499703617603277E10,3.524969217778441E10,3.557038802050705E10,3.632239056355404E10,3.691843339972113E10,3.777247899983853E10,3.787900841961157E10,3.864302987318482E10,3.889134363578219E10,3.94363679409382E10,3.949901235242734E10,3.996415846397613E10,4.061715271105362E10,4.1315642033573044E10,4.151275578629024E10,4.203896434262097E10,4.313212654762588E10
9686577.348568529,5.366633475367758E9,6.2130270134229E9,9.75654258996177E9,1.0060980527795904E10,1.0955066175235197E10,1.2895695139189787E10,1.3090757987705933E10,1.7770216059209526E10,1.838072218529352E10,1.9124472442219322E10,1.9779404081370537E10,1.9815371949828285E10,2.1400691610051327E10,2.176124118058447E10,2.196536179506095E10,2.3709227549350136E10,2.5658047089247585E10,2.721564943477521E10,2.7584766947710064E10,2.770709711812782E10,2.802814772613974E10,2.9162192679408367E10,2.9413500131738262E10,2.9934586227131718E10,3.048979142479607E10,3.0806030216389156E10,3.1045385142067226E10,3.2185447197274796E10,3.311511055585856E10,3.312338397766613E10,3.3212746410819294E10,3.38523696734584E10,3.394821056843251E10,3.495594975343683E10,3.5290594928196495E10,3.558665172580773E10,3.627616645301559E10,3.685345586956041E10,3.777076459473356E10,3.788843660514677E10,3.8557091594689644E10,3.881623320872148E10,3.93704080963258E10,3.951558618538402E10,3.991662592425396E10,4.05268420820098E10,4.1221170838049446E10,4.148199660018612E10,4.206909673408771E10,4.30954220215998E10
9948376.736367678,5.47994018572148E9,6.170651332907984E9,9.75375777632467E9,1.0117791838896439E10,1.1056043631186634E10,1.2870631516922989E10,1.3050371653895914E10,1.7770031588564713E10,1.8416310896062218E10,1.91435507657438E10,1.9769855765030117E10,1.9822653504359825E10,2.1330533004835537E10,2.1740043576076603E10,2.196302670225407E10,2.3663952557710194E10,2.569878727347655E10,2.7257263826933315E10,2.7586673846260162E10,2.7769696845817886E10,2.8058633983035408E10,2.912728545989671E10,2.9432849316901836E10,2.995522453912156E10,3.0515401278155785E10,3.0823256437617176E10,3.0993998029791004E10,3.217911414439813E10,3.3133925919718277E10,3.3150740933120773E10,3.3262539098869633E10,3.3903545678955105E10,3.3961579172779755E10,3.491469522168722E10,3.533392899297228E10,3.5601597339236275E10,3.623313561890284E10,3.67907840158862E10,3.7768656752012314E10,3.789822596095566E10,3.847622844351906E10,3.8741236992328636E10,3.930342127789119E10,3.9532431854557434E10,3.9867081775820366E10,4.043281037139204E10,4.112470974721696E10,4.1452517610739105E10,4.210253427925096E10,4.306076098937581E10
1.0210176124166828E7,5.594086670525376E9,6.126532290925881E9,9.750527134283926E9,1.0157661045235102E10,1.1172192214962809E10,1.2818077116465048E10,1.3033980490426744E10,1.7768773839300465E10,1.8455355531542416E10,1.915835667144818E10,1.976736651987496E10,1.983077650427806E10,2.1259942189995777E10,2.1717890952168846E10,2.1963417767300205E10,2.3620921813226727E10,2.573174706135271E10,2.7296523874383224E10,2.7588944141635784E10,2.7828087361655E10,2.8087558215040035E10,2.9098199089365887E10,2.9448207602949177E10,2.9976086877853516E10,3.0534033198646275E10,3.0841013585033546E10,3.095046812472453E10,3.2176371369525497E10,3.315604207694115E10,3.3174008608714394E10,3.331065923791251E10,3.38847701690513E10,3.4046532501735912E10,3.487323136332563E10,3.537933595515365E10,3.561326874586524E10,3.61953746193518E10,3.673046654366086E10,3.776603428973497E10,3.790797893643291E10,3.840117536036693E10,3.866677504840032E10,3.923703536022234E10,3.954790619535906E10,3.9815531396170975E10,4.03360137637523E10,4.102642463844868E10,4.142461434488738E10,4.213859495454388E10,4.302823654138936E10
1.0471975511965977E7,5.708751185365477E9,6.081261637395838E9,9.746721322274952E9,1.0184500468483994E10,1.1298856211840574E10,1.27499858610706E10,1.3030068868526697E10,1.7766923953145996E10,1.849733728322134E10,1.9169089585355972E10,1.9771350848225864E10,1.9839787202374382E10,2.1189192843239365E10,2.16945479089872E10,2.1966525680143578E10,2.358028106035518E10,2.575643465306398E10,2.7333520333556984E10,2.759168083427582E10,2.7881739982612087E10,2.8115452270085575E10,2.907494398575017E10,2.9460071050764694E10,2.999708835706857E10,3.0540962546827873E10,3.085932346134293E10,3.0919483980790604E10,3.2177564530883305E10,3.3181086690494522E10,3.3192917913601276E10,3.3357265693562565E10,3.3859995787923817E10,3.4139017237032387E10,3.4831496344070625E10,3.542636375751736E10,3.5619118646606606E10,3.6165610557092804E10,3.667258301364327E10,3.776269642919977E10,3.791707753035365E10,3.8332805435246605E10,3.859345907511361E10,3.917145436825783E10,3.956162949039747E10,3.9761994123775856E10,4.023751480386895E10,4.092649889579527E10,4.13983797304179E10,4.2176767639757645E10,4.2997882692986244E10
1.0733774899765128E7,5.823596852530955E9,6.035364419721082E9,9.74220856918968E9,1.0201918211072832E10,1.1431742792569788E10,1.2675674092454212E10,1.3029814749492788E10,1.7764886151277054E10,1.8541791068789883E10,1.91762087564117E10,1.978094226024209E10,1.9849730035795982E10,2.11185059771091E10,2.1669853784613274E10,2.1972313461824314E10,2.3542153995077274E10,2.577254519315643E10,2.7368299010896366E10,2.7594992735897697E10,2.793016509975026E10,2.8142941365779564E10,2.9057269027801884E10,2.9468998216918354E10,3.0018142232922993E10,3.0532140852239723E10,3.087820629687195E10,3.090504603017464E10,3.2182989131234993E10,3.3207016200065357E10,3.320867708969111E10,3.3402542553262905E10,3.3835720043836784E10,3.4232627917079933E10,3.478941051298321E10,3.5474459558627884E10,3.561633107076514E10,3.614689686544752E10,3.6617253938189415E10,3.775832295341974E10,3.7924568849916435E10,3.827222551309502E10,3.852215078375296E10,3.9106617697360176E10,3.957324327317443E10,3.970650417505631E10,4.013854535016491E10,4.0825131392149704E10,4.137380306899912E10,4.2216640749361176E10,4.2969688953835655E10
1.0995574287564276E7,5.938268717329479E9,5.989310917006677E9,9.736856861418188E9,1.0212726657938004E10,1.1567402403020481E10,1.2599237226708399E10,1.3029669454342155E10,1.7762985738301685E10,1.858830420846167E10,1.918034410136969E10,1.9795092175532673E10,1.986064523550693E10,2.1048076634128307E10,2.1643702975788273E10,2.198071065722843E10,2.350664028580883E10,2.578000291068652E10,2.740085352436301E10,2.7599016245582832E10,2.797291487698344E10,2.8170665177099094E10,2.904470285376493E10,2.947558191844448E10,3.0039155295783558E10,3.0507281652325325E10,3.089767787128795E10,3.090738919371842E10,3.219288857133409E10,3.321576798399335E10,3.3238423605330856E10,3.344662346615275E10,3.3813288006178436E10,3.4326275028317802E10,3.474687883382109E10,3.552296217694768E10,3.560268279155413E10,3.614174997393204E10,3.656465030765863E10,3.775241994814558E10,3.792908656731897E10,3.822077378782964E10,3.845409841292544E10,3.9042311778509926E10,3.958212937755089E10,3.964911169017747E10,4.004066850590277E10,4.072253479140103E10,4.1350826800206566E10,4.2257860265454285E10,4.294361229355606E10
1.1257373675363425E7,5.943526045504993E9,6.052390185409112E9,9.730537156483978E9,1.0218953513425055E10,1.1703209534214394E10,1.2522521264834478E10,1.3028381686192354E10,1.7761473709030846E10,1.863650821401057E10,1.918218362547711E10,1.981269263986986E10,1.9872565366552925E10,2.09780901147904E10,2.1616036782705227E10,2.1991607732956932E10,2.347381349180042E10,2.5778988100622303E10,2.7431116742132538E10,2.7603928869568027E10,2.800960046961351E10,2.8199190528975456E10,2.9036616369861404E10,2.94804233066403E10,3.0060025732604847E10,3.047021934405623E10,3.0917746168343697E10,3.0922629299711216E10,3.2207448627190075E10,3.3218658919078728E10,3.326993169026303E10,3.3489527975492992E10,3.3793659363105682E10,3.441937309091709E10,3.470379371275966E10,3.557109455991378E10,3.557754557190063E10,3.615114443471093E10,3.651500239945615E10,3.774426189172775E10,3.792904999668939E10,3.8179596867290474E10,3.839122084452961E10,3.897818515144846E10,3.958700764276317E10,3.95898839513791E10,3.994616691919923E10,4.061893427972644E10,4.1329377427841156E10,4.2300104861121765E10,4.291958684865181E10
1.1519173063162575E7,5.898396675184709E9,6.16555879433021E9,9.723127884885494E9,1.0222017615337254E10,1.1837181187968096E10,1.2446541572328081E10,1.3025573395527416E10,1.776053364980894E10,1.868606803851948E10,1.9182378292295586E10,1.983268145276628E10,1.9885510414403267E10,2.0908733361181316E10,2.1586841382850224E10,2.2004851092614944E10,2.3443719099254623E10,2.576994309526035E10,2.7458953947976612E10,2.7609959059515423E10,2.803991560529884E10,2.822893520725731E10,2.903229357878604E10,2.9484107050882584E10,3.008064266537987E10,3.042589880675265E10,3.0938407434685745E10,3.094577687008116E10,3.2226787691557625E10,3.32153139181629E10,3.330280348230412E10,3.3531082002073242E10,3.3777730557408985E10,3.4511475213195404E10,3.466003905602508E10,3.5542119809245026E10,3.561795803691852E10,3.617427545650856E10,3.6468606741913864E10,3.773287691236217E10,3.7923526911364395E10,3.814827545230417E10,3.83366363050212E10,3.891374815681691E10,3.95289068765328E10,3.95850022500474E10,3.985898290200931E10,4.051456678484991E10,4.130938138536226E10,4.2343070621329735E10,4.2897531725073006E10
1.1780972450961724E7,5.854277248375793E9,6.277341279920105E9,9.714521017484901E9,1.0222907054784164E10,1.1967795095813473E10,1.2371988935628092E10,1.302122744526923E10,1.7760288707420544E10,1.8736671053204952E10,1.918148453517861E10,1.98541089626793E10,1.989948089203155E10,2.084020455367546E10,2.1556149273877758E10,2.202023916934057E10,2.3416372887932243E10,2.5753555582997623E10,2.7484167760513683E10,2.7617383644714504E10,2.806366346143193E10,2.8260118360231224E10,2.9030997367955395E10,2.948717664435896E10,3.01008868671602E10,3.0378206659046772E10,3.09596415361649E10,3.097290887112655E10,3.2250943243440193E10,3.320561405183067E10,3.333663914453971E10,3.3570783213862167E10,3.376642500539056E10,3.460219587988717E10,3.461549654137545E10,3.549870574623524E10,3.56625328008109E10,3.620928211119469E10,3.6425828000953316E10,3.771717900904638E10,3.791340474737316E10,3.8122986292058205E10,3.829519802932704E10,3.8848376452383064E10,3.94662869810155E10,3.9569873232249466E10,3.978649234379189E10,4.040968070405073E10,4.1290772432431564E10,4.2386461019584724E10,4.287735721381758E10
1.2042771838760873E7,5.811494029943893E9,6.387267921126113E9,9.704629959796522E9,1.022231529560469E10,1.2093851620557623E10,1.2299418985021526E10,1.3015490916095524E10,1.7760807749727848E10,1.878801664287707E10,1.917994294776318E10,1.987616747447101E10,1.9914448237358917E10,2.0772722943241108E10,2.152404283972193E10,2.2037520060322086E10,2.339175982204543E10,2.573072242316591E10,2.750653557930556E10,2.7626492343424423E10,2.8080783359496273E10,2.829274372667849E10,2.9032021182404587E10,2.9490110054989754E10,3.0120632302501366E10,3.0329702653317734E10,3.0981406544019417E10,3.1001440857414684E10,3.2279855943114426E10,3.3189776486944706E10,3.3371038076219776E10,3.360754659525796E10,3.376089136955598E10,3.457005526816348E10,3.4691182398429474E10,3.5449804474573586E10,3.5703693878883835E10,3.625413828581552E10,3.6387088504445E10,3.769633683044707E10,3.790115772905631E10,3.8097690750768135E10,3.827216712026257E10,3.878133074554323E10,3.9402154149746284E10,3.9533062160276024E10,3.9738449664894135E10,4.03045361393793E10,4.12734944543311E10,4.242997964983605E10,4.285896968884631E10
1.2304571226560025E7,5.770348259081682E9,6.4948261969751E9,9.69339946450497E9,1.0220735566328642E10,1.2214378721997387E10,1.2229329019491978E10,1.3008589932522303E10,1.7762110594128296E10,1.8839806495454327E10,1.917808138295204E10,1.9898194609376022E10,1.9930341458602325E10,2.0706540712497765E10,2.149065936767323E10,2.2056391122155476E10,2.3369833629984097E10,2.5702500691113857E10,2.752590143143654E10,2.763749748375512E10,2.8091372838684048E10,2.8326612407893387E10,2.9034723343052734E10,2.949329749929128E10,3.0139748214219868E10,3.0281997900454487E10,3.1003632548431297E10,3.1029752958092216E10,3.2313353260726173E10,3.3168364382092197E10,3.3405599938573666E10,3.3639341799992805E10,3.376286727913343E10,3.452362608357817E10,3.477809886868268E10,3.539763343064325E10,3.5740258971763756E10,3.630712586351073E10,3.635283184083362E10,3.767022855172285E10,3.788892638676839E10,3.8070222265423096E10,3.826858105815338E10,3.871180489588003E10,3.933666582208025E10,3.9475268931219406E10,3.9715374054251976E10,4.019940563560005E10,4.125750187449274E10,4.247332425357565E10,4.284227541033979E10
1.2566370614359174E7,5.731118421431262E9,6.599453881979697E9,9.680817600808798E9,1.0218524079854692E10,1.2162190149732098E10,1.232856910886785E10,1.3000788032805033E10,1.776417254886351E10,1.8891735164837696E10,1.9176130333904106E10,1.9919662449785004E10,1.994702849110391E10,2.0641958993112293E10,2.145619720639768E10,2.2076500849519745E10,2.3350517203062714E10,2.5670053941427902E10,2.754230346248064E10,2.7650407588491295E10,2.809570044091122E10,2.8361355930203945E10,2.9038545411926006E10,2.949702419492658E10,3.0158101523948895E10,3.0236108575029907E10,3.102621480017305E10,3.105684056002134E10,3.235113441806878E10,3.3142224972287598E10,3.343992538195425E10,3.366345891391476E10,3.3774482175709137E10,3.447616185507616E10,3.486261364665318E10,3.534401940271301E10,3.577109087949443E10,3.632344134080618E10,3.6366926277543365E10,3.763958624076295E10,3.787714540618145E10,3.80444668891468E10,3.828028001981885E10,3.86390107442378E10,3.9270013680958084E10,3.940793030005617E10,3.970699782437859E10,4.009457544044556E10,4.124275891115438E10,4.2516181173115105E10,4.282718341641308E10
1.2828170002158321E7,5.694061818232477E9,6.700531864626873E9,9.666929550656656E9,1.0215942052641323E10,1.209845941973917E10,1.2435739298989882E10,1.2992363435771103E10,1.776692866316219E10,1.8943480120131042E10,1.9174242200212566E10,1.994016073962805E10,1.9964289934439762E10,2.057935106698402E10,2.142092293550016E10,2.209745322258305E10,2.3333703910941597E10,2.5634600635905483E10,2.755604399601771E10,2.7664957704522488E10,2.80942056444617E10,2.8396478923867775E10,2.9043018392823704E10,2.9501460889671597E10,3.0175559350553146E10,3.0192682784037777E10,3.10490064359221E10,3.1082091291822647E10,3.2392757600042236E10,3.3112389134818592E10,3.3473616386661068E10,3.367891706201757E10,3.379595426216336E10,3.442768464122083E10,3.494438680114893E10,3.529045095244995E10,3.579527165733103E10,3.629910006668144E10,3.6432547857752846E10,3.7605715816944214E10,3.78648860329959E10,3.802568402941439E10,3.830248614317071E10,3.856229527407586E10,3.92024349209345E10,3.934018524795879E10,3.970519646041173E10,3.999034737543026E10,4.122923834602233E10,4.255821971792592E10,4.281360765393259E10
1.3089969389957473E7,5.659415576059614E9,6.797377226755638E9,9.651852585685623E9,1.0213183776106623E10,1.2038581889916538E10,1.2535303044071302E10,1.2983595365801243E10,1.7770278113423927E10,1.8994690139321266E10,1.9172509890832813E10,1.9959378739677994E10,1.9981781614866226E10,2.051919734700704E10,2.138517944781609E10,2.211881454800195E10,2.3319259906447483E10,2.5597369271627354E10,2.7567618912365253E10,2.7680679399677956E10,2.8087484815706184E10,2.843140262698522E10,2.904776100539636E10,2.9506663634052643E10,3.0152137520856297E10,3.0191991486718956E10,3.1071811262885258E10,3.1105150900891075E10,3.243762909166647E10,3.3079974731808163E10,3.350627623108278E10,3.3688058986356537E10,3.3824097107268158E10,3.437832001121742E10,3.502305543278523E10,3.523815767749329E10,3.581232947784902E10,3.627961436259375E10,3.650322117778759E10,3.75701224769762E10,3.785129106789606E10,3.801714731901918E10,3.8332041090553055E10,3.8481265431866196E10,3.91342323086035E10,3.9276541961223465E10,3.970621106019029E10,3.988704155806143E10,4.12169201552574E10,4.259908618658505E10,4.280146847393165E10
1.3351768777756622E7,5.627397215111925E9,6.889237501732665E9,9.63579099388092E9,1.0210395578700907E10,1.1982987298237352E10,1.2626754010128147E10,1.2974755140831688E10,1.77740891141763E10,1.9044970516229218E10,1.9170982848352623E10,1.9977087864446808E10,1.9998980926009052E10,2.0462138822440426E10,2.134939469757789E10,2.2140122654333103E10,2.3307027476724808E10,2.5559562095676308E10,2.7577557659852135E10,2.769705856868516E10,2.807626515289751E10,2.8465503661046642E10,2.9052473603952366E10,2.9512582195055298E10,3.011474455247644E10,3.020727271208318E10,3.109437737266118E10,3.112583914867101E10,3.2484992693444378E10,3.3046118662030052E10,3.35375092677059E10,3.3693857589125786E10,3.385508522235182E10,3.4328337692364864E10,3.509821505454029E10,3.518817189672568E10,3.582243195979896E10,3.626428798034592E10,3.657830665711384E10,3.753428570801032E10,3.783670481773109E10,3.801948474332463E10,3.8367066515405914E10,3.839588146928898E10,3.906581232344377E10,3.921904077332902E10,3.970840956362426E10,3.978500053953732E10,4.120579017734276E10,4.263839754171316E10,4.279069359857799E10
1.3613568165555771E7,5.598204874501277E9,6.975287558930042E9,9.619048979281834E9,1.0207688808323038E10,1.193208385039397E10,1.2709654343956E10,1.2966099988512075E10,1.7778204657004826E10,1.909386317606072E10,1.916968003043043E10,1.9993125898669537E10,2.0015112038594E10,2.0409056364763233E10,2.1314090462412956E10,2.216089815264632E10,2.329682948623194E10,2.5522327203142807E10,2.758629393715128E10,2.771366006801307E10,2.8061371429555645E10,2.8498145624628754E10,2.905693023995922E10,2.951907464315829E10,3.0080688266764484E10,3.022128485970478E10,3.1116392718182686E10,3.1144093045628597E10,3.2533917066143215E10,3.301194010912417E10,3.3566920905471184E10,3.369805075243994E10,3.3886359576648296E10,3.427819642792665E10,3.5141368028032364E10,3.5169395357408714E10,3.582642166189648E10,3.625196782502636E10,3.6657218365752335E10,3.74995565576419E10,3.782234165349977E10,3.803163479067934E10,3.8306488797329636E10,3.840629466959785E10,3.899776394002695E10,3.916849945026917E10,3.9684596112062805E10,3.971103353579247E10,4.119583889724671E10,4.267573508102117E10,4.2781218653663956E10
1.3875367553354919E7,5.572017278100699E9,7.054631226664289E9,9.602038714506985E9,1.020514884460403E10,1.1886250858658215E10,1.2783626920840118E10,1.2957868550259048E10,1.7782449258362103E10,1.914081966663065E10,1.9168600052220844E10,2.000738299541953E10,2.002905610050662E10,2.0361173243018784E10,2.1279889681633E10,2.2180657348153362E10,2.3288474938807514E10,2.5486737583961655E10,2.759411462682428E10,2.773016988424799E10,2.8043692305750576E10,2.852870332515711E10,2.9060970296569126E10,2.9525924817285122E10,3.0050107226493492E10,3.023391858883035E10,3.1137484186395397E10,3.1159926052646282E10,3.258327918549789E10,3.2978524835986977E10,3.3594118438917274E10,3.3701403568270397E10,3.3916383394058495E10,3.422858952144187E10,3.5098486515828224E10,3.52360291038695E10,3.58256420209051E10,3.624130442050327E10,3.673935357030011E10,3.746709710805206E10,3.7809313615887215E10,3.8052163404075356E10,3.8213792485921875E10,3.8448529093323006E10,3.893103933039274E10,3.91250724116492E10,3.958624156554393E10,3.971370105589623E10,4.11870603763302E10,4.271063897957848E10,4.277298735181382E10
1.413716694115407E7,5.548993513010817E9,7.126310464914194E9,9.585279942981457E9,1.020284143617028E10,1.184583155353585E10,1.2848349842218998E10,1.295027750235772E10,1.7786636745797672E10,1.916772893139132E10,1.918516571231094E10,2.0019789439702087E10,2.0039306720329185E10,2.0320124676443134E10,2.1247519630896183E10,2.2198926292259132E10,2.3281765645337257E10,2.5453775242084534E10,2.7601162128042892E10,2.7746376377010735E10,2.80241543379971E10,2.8556580842081993E10,2.9064490217705513E10,2.9532859899132435E10,3.0023124815365894E10,3.0245074848214836E10,3.1157222043797863E10,3.117339779270344E10,3.2631744567134743E10,3.294691802908165E10,3.3618713579895947E10,3.3704215049149868E10,3.3944142547469074E10,3.4180485723598957E10,3.50601498980309E10,3.529741434450353E10,3.582164344601819E10,3.623112336585241E10,3.6824009173560074E10,3.743783821659857E10,3.7798214546665596E10,3.807983515629803E10,3.81188168935174E10,3.849198781629328E10,3.886742396970931E10,3.908855379166755E10,3.949041574734671E10,3.971620661302561E10,4.117945133245034E10,4.2742605379262474E10,4.276595140564514E10
